rank,finalWorth,category,personName,age,country,city,source,industries,countryOfCitizenship,organization,selfMade,status,gender,birthDate,lastName,firstName,title,date,state,residenceStateRegion,birthYear,birthMonth,birthDay,cpi_country,cpi_change_country,gdp_country,gross_tertiary_education_enrollment,gross_primary_education_enrollment_country,life_expectancy_country,tax_revenue_country_country,total_tax_rate_country,population_country,latitude_country,longitude_country,associated_companies,number_of_companies
2020,1400,Energy,Vladimir Bogdanov,71.0,Russia,Surgut,Oil,Energy,Russia,,True,R,M,5/28/1951 0:00,Bogdanov,Vladimir,Founder & Entrepreneur & Oil,4/4/2023 5:01,,,1951.0,5.0,28.0,180.75,4.5,"$1,699,876,578,871 ",81.9,102.6,72.7,11.4,46.2,144373535.0,61.52401,105.318756,Oil,1
2020,1400,Food & Beverage,Amit Burman,53.0,India,Delhi,Consumer goods,Food & Beverage,India,,False,D,M,7/1/1969 0:00,Burman,Amit,Heir & Major Shareholder,4/4/2023 5:01,,,1969.0,7.0,1.0,180.44,7.7,"$2,611,000,000,000 ",28.1,113.0,69.4,11.2,49.7,1366417754.0,20.593684,78.96288,Consumer goods,1
2020,1400,Metals & Mining,Cai Jianyong,52.0,China,Ningbo,Nickel,Metals & Mining,China,,True,N,M,1/1/1971 0:00,Cai ,Jianyong,Founder & Entrepreneur,4/4/2023 5:01,,,1971.0,1.0,1.0,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397,Nickel,1
2020,1400,Technology,Steve Case,64.0,United States,McLean,AOL,Technology,United States,,True,D,M,8/21/1958 0:00,Case,Steve,Founder & Entrepreneur & AOL,4/4/2023 5:01,Virginia,South,1958.0,8.0,21.0,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891,AOL,1
2020,1400,Technology,Chen Wenyuan & family,55.0,China,Suzhou,Testing equipment,Technology,China,,True,E,M,1/1/1968 0:00,Chen,Wenyuan,Controlling Shareholder & (Family Estate),4/4/2023 5:01,,,1968.0,1.0,1.0,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397,Testing equipment,1
2020,1400,Real Estate,Chua Thian Poh,74.0,Singapore,Singapore,Real estate,Real Estate,Singapore,,True,U,M,7/11/1948 0:00,Chua,Thian Poh,Founder & Entrepreneur,4/4/2023 5:01,,,1948.0,7.0,11.0,114.41,0.6,"$372,062,527,489 ",84.8,100.6,83.1,13.1,21.0,5703569.0,1.352083,103.819836,Real estate,1
2020,1400,Finance & Investments,Sasson Dayan & family,83.0,Brazil,Sao Paulo,Banking,Finance & Investments,Brazil,,True,U,M,4/1/1940 0:00,Dayan,Sasson,Controlling Shareholder & (Family Estate),4/4/2023 5:01,,,1940.0,4.0,1.0,167.4,3.7,"$1,839,758,040,766 ",51.3,115.4,75.7,14.2,65.1,212559417.0,-14.235004,-51.92528,Banking,1
2020,1400,Metals & Mining,Chris Ellison,65.0,Australia,Perth,Mining,Metals & Mining,Australia,,True,N,M,6/26/1957 0:00,Ellison,Chris,Founder & Entrepreneur,4/4/2023 5:01,,,1957.0,6.0,26.0,119.8,1.6,"$1,392,680,589,329 ",113.1,100.3,82.7,23.0,47.4,25766605.0,-25.274398,133.775136,Mining,1
2020,1400,Manufacturing,John Farber,97.0,United States,New York,Chemicals,Manufacturing,United States,,True,D,M,8/23/1925 0:00,Farber,John,Founder & Lead Investor,4/4/2023 5:01,New York,Northeast,1925.0,8.0,23.0,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891,Chemicals,1
2020,1400,Finance & Investments,J. Christopher Flowers,65.0,United States,Palm Beach,Investments,Finance & Investments,United States,J.C. Flowers & Co. LLC,True,U,M,10/27/1957 0:00,Flowers,J. Christopher,Founder and Managing Director,4/4/2023 5:01,Florida,South,1957.0,10.0,27.0,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891,"Investments, J.C. Flowers & Co. LLC",2
2020,1400,Fashion & Retail,Reinold Geiger,75.0,Switzerland,Geneva,Beauty products,Fashion & Retail,Austria,,True,D,M,7/10/1947 0:00,Geiger,Reinold,Founder & Entrepreneur,4/4/2023 5:01,,,1947.0,7.0,10.0,99.55,0.4,"$703,082,435,360 ",59.6,105.2,83.6,10.1,28.8,8574832.0,46.818188,8.227512,Beauty products,1
2020,1400,Technology,Ali Ghodsi,44.0,United States,San Francisco,Data analytics,Technology,Sweden,,True,D,M,12/8/1978 0:00,Ghodsi,Ali,Founder & Entrepreneur,4/4/2023 5:01,California,West,1978.0,12.0,8.0,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891,Data analytics,1
2020,1400,Diversified,Lance Gokongwei,55.0,Philippines,Manila,Diversified,Diversified,Philippines,,False,D,M,12/1/1967 0:00,Gokongwei,Lance,Heir & Major Shareholder,4/4/2023 5:01,,,1967.0,12.0,1.0,129.61,2.5,"$376,795,508,680 ",35.5,107.5,71.1,14.0,43.1,108116615.0,12.879721,121.774017,Diversified,10
2020,1400,Food & Beverage,Guan Yihong,53.0,China,Guangzhou,Restaurant,Food & Beverage,China,,True,U,M,,Guan,Yihong,Founder & Entrepreneur,4/4/2023 5:01,,,,,,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397,Restaurant,1
2020,1400,Manufacturing,Rajinder Gupta,64.0,India,Ludhiana,"Textiles, paper",Manufacturing,India,,True,D,M,1/2/1959 0:00,Gupta,Rajinder,Founder & Entrepreneur & Textiles,4/4/2023 5:01,,,1959.0,1.0,2.0,180.44,7.7,"$2,611,000,000,000 ",28.1,113.0,69.4,11.2,49.7,1366417754.0,20.593684,78.96288,"Textiles, paper",2
2020,1400,Service,Torstein Hagen,80.0,Switzerland,Lucerne,Cruises,Service,Norway,,True,D,M,2/18/1943 0:00,Hagen,Torstein,Founder & Entrepreneur,4/4/2023 5:01,,,1943.0,2.0,18.0,99.55,0.4,"$703,082,435,360 ",59.6,105.2,83.6,10.1,28.8,8574832.0,46.818188,8.227512,Cruises,1
2020,1400,Construction & Engineering,Ayman Hariri,44.0,France,Paris,"Construction, investments",Construction & Engineering,Lebanon,,False,E,M,5/16/1978 0:00,Hariri,Ayman,Heir & Major Shareholder & Construction,4/4/2023 5:01,,,1978.0,5.0,16.0,110.05,1.1,"$2,715,518,274,227 ",65.6,102.5,82.5,24.2,60.7,67059887.0,46.227638,2.213749,"Construction, investments",2
2020,1400,Finance & Investments,Alfredo Harp Helu & family,79.0,Mexico,Mexico City,"Banking, investments",Finance & Investments,Mexico,,True,U,M,3/11/1944 0:00,Harp Helu,Alfredo,Controlling Shareholder & Banking & (Family Estate),4/4/2023 5:01,,,1944.0,3.0,11.0,141.54,3.6,"$1,258,286,717,125 ",40.2,105.8,75.0,13.1,55.1,126014024.0,23.634501,-102.552784,"Banking, investments",2
2020,1400,Automotive,He Xiaopeng,45.0,China,Guangzhou,Electric vehicles,Automotive,China,,True,D,M,11/3/1977 0:00,He,Xiaopeng,Founder & Entrepreneur,4/4/2023 5:01,,,1977.0,11.0,3.0,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397,Electric vehicles,1
2020,1400,Fashion & Retail,Christoph Henkel,65.0,United Kingdom,London,Consumer goods,Fashion & Retail,Germany,,False,E,M,2/11/1958 0:00,Henkel,Christoph,Heir & Major Shareholder,4/4/2023 5:01,,,1958.0,2.0,11.0,119.62,1.7,"$2,827,113,184,696 ",60.0,101.2,81.3,25.5,30.6,66834405.0,55.378051,-3.435973,Consumer goods,1
2020,1400,Fashion & Retail,Daniel Hirschfeld,81.0,United States,Kearney,Fashion retail,Fashion & Retail,United States,,False,E,M,5/31/1941 0:00,Hirschfeld,Daniel,Heir & Major Shareholder,4/4/2023 5:01,Nebraska,Midwest,1941.0,5.0,31.0,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891,Fashion retail,1
2020,1400,Technology,Drew Houston,40.0,United States,Austin,Cloud storage service,Technology,United States,Dropbox,True,D,M,3/4/1983 0:00,Houston,Drew,CEO,4/4/2023 5:01,Texas,South,1983.0,3.0,4.0,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891,"Cloud storage service, Dropbox",2
2020,1400,Manufacturing,Huang Jinxiang & family,58.0,China,Xuancheng,Chemicals,Manufacturing,China,,True,U,M,1/27/1965 0:00,Huang,Jinxiang,Controlling Shareholder & (Family Estate),4/4/2023 5:01,,,1965.0,1.0,27.0,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397,Chemicals,1
2020,1400,Manufacturing,Rameshchandra Jain,74.0,India,Mumbai,Textiles,Manufacturing,India,,True,U,M,6/22/1948 0:00,Jain,Rameshchandra,Founder & Entrepreneur,4/4/2023 5:01,,,1948.0,6.0,22.0,180.44,7.7,"$2,611,000,000,000 ",28.1,113.0,69.4,11.2,49.7,1366417754.0,20.593684,78.96288,Textiles,1
2020,1400,Healthcare,Ke Zunhong & family,68.0,China,Chengdu,Pharmaceuticals,Healthcare,China,,True,D,M,7/1/1954 0:00,Ke,Zunhong,Controlling Shareholder & (Family Estate),4/4/2023 5:01,,,1954.0,7.0,1.0,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397,Pharmaceuticals,1
2020,1400,Media & Entertainment,Kim Taek-jin,56.0,South Korea,Seoul,Online games,Media & Entertainment,South Korea,NCSOFT Corporation,True,D,M,3/14/1967 0:00,Kim,Taek-jin,Founder & Entrepreneur,4/4/2023 5:01,,,1967.0,3.0,14.0,115.16,0.4,"$2,029,000,000,000 ",94.3,98.1,82.6,15.6,33.2,51709098.0,35.907757,127.766922,"NCSOFT Corporation, Online games",2
2020,1400,Real Estate,Koh Wee Meng,59.0,Singapore,Singapore,"Real estate, hotels",Real Estate,Singapore,,True,U,M,7/1/1963 0:00,Koh,Wee Meng,Founder & Entrepreneur & estate,4/4/2023 5:01,,,1963.0,7.0,1.0,114.41,0.6,"$372,062,527,489 ",84.8,100.6,83.1,13.1,21.0,5703569.0,1.352083,103.819836,"Real estate, hotels",2
2020,1400,Manufacturing,Sergei Kolesnikov,51.0,Russia,Moscow,Building materials,Manufacturing,Russia,,True,U,M,2/25/1972 0:00,Kolesnikov,Sergei,Founder & Entrepreneur,4/4/2023 5:01,,,1972.0,2.0,25.0,180.75,4.5,"$1,699,876,578,871 ",81.9,102.6,72.7,11.4,46.2,144373535.0,61.52401,105.318756,Building materials,1
2020,1400,Finance & Investments,Hemendra Kothari,76.0,India,Mumbai,Financial services,Finance & Investments,India,,False,D,M,8/26/1946 0:00,Kothari,Hemendra,Heir & Major Shareholder,4/4/2023 5:01,,,1946.0,8.0,26.0,180.44,7.7,"$2,611,000,000,000 ",28.1,113.0,69.4,11.2,49.7,1366417754.0,20.593684,78.96288,Financial services,1
2020,1400,Finance & Investments,Sebastian Kulczyk,42.0,Switzerland,,Diversified,Finance & Investments,Poland,,False,E,M,11/16/1980 0:00,Kulczyk,Sebastian,Heir & Major Shareholder,4/4/2023 5:01,,,1980.0,11.0,16.0,99.55,0.4,"$703,082,435,360 ",59.6,105.2,83.6,10.1,28.8,8574832.0,46.818188,8.227512,Diversified,10
2020,1400,Real Estate,Kwee Liong Keng,77.0,Singapore,Singapore,Real estate,Real Estate,Singapore,,False,Split Family Fortune,M,1/1/1946 0:00,Kwee,Liong Keng,Heir & Major Shareholder,4/4/2023 5:01,,,1946.0,1.0,1.0,114.41,0.6,"$372,062,527,489 ",84.8,100.6,83.1,13.1,21.0,5703569.0,1.352083,103.819836,Real estate,1
2020,1400,Real Estate,Kwee Liong Phing,65.0,Singapore,Singapore,Real estate,Real Estate,Singapore,,False,Split Family Fortune,M,1/1/1958 0:00,Kwee,Liong Phing,Heir & Major Shareholder,4/4/2023 5:01,,,1958.0,1.0,1.0,114.41,0.6,"$372,062,527,489 ",84.8,100.6,83.1,13.1,21.0,5703569.0,1.352083,103.819836,Real estate,1
2020,1400,Real Estate,Kwee Liong Seen,70.0,Singapore,Singapore,Real estate,Real Estate,Singapore,,False,Split Family Fortune,M,1/1/1953 0:00,Kwee,Liong Seen,Heir & Major Shareholder,4/4/2023 5:01,,,1953.0,1.0,1.0,114.41,0.6,"$372,062,527,489 ",84.8,100.6,83.1,13.1,21.0,5703569.0,1.352083,103.819836,Real estate,1
2020,1400,Real Estate,Kwee Liong Tek,76.0,Singapore,Singapore,Real estate,Real Estate,Singapore,,False,Split Family Fortune,M,1/1/1947 0:00,Kwee,Liong Tek,Heir & Major Shareholder,4/4/2023 5:01,,,1947.0,1.0,1.0,114.41,0.6,"$372,062,527,489 ",84.8,100.6,83.1,13.1,21.0,5703569.0,1.352083,103.819836,Real estate,1
2020,1400,Diversified,Kwek Leng Keow,71.0,Singapore,Singapore,Diversified,Diversified,Singapore,,False,N,M,1/1/1952 0:00,Kwek,Leng Keow,Heir & Major Shareholder,4/4/2023 5:01,,,1952.0,1.0,1.0,114.41,0.6,"$372,062,527,489 ",84.8,100.6,83.1,13.1,21.0,5703569.0,1.352083,103.819836,Diversified,10
2020,1400,Diversified,Kwek Leng Peck,67.0,Singapore,Singapore,Diversified,Diversified,Singapore,,False,U,M,1/1/1956 0:00,Kwek,Leng Peck,Heir & Major Shareholder,4/4/2023 5:01,,,1956.0,1.0,1.0,114.41,0.6,"$372,062,527,489 ",84.8,100.6,83.1,13.1,21.0,5703569.0,1.352083,103.819836,Diversified,10
2020,1400,Real Estate,Raymond Kwok,69.0,Hong Kong,Hong Kong,Real estate,Real Estate,Hong Kong,,False,U,M,4/10/1953 0:00,Kwok,Raymond,Heir & Major Shareholder,4/4/2023 5:01,,,1953.0,4.0,10.0,,,,,,,,,,,,Real estate,1
2020,1400,Diversified,Lee Ho-jin,60.0,South Korea,Seoul,Diversified,Diversified,South Korea,Taekwang Industrial,False,U,M,12/8/1962 0:00,Lee,Ho-jin,Heir & Major Shareholder,4/4/2023 5:01,,,1962.0,12.0,8.0,115.16,0.4,"$2,029,000,000,000 ",94.3,98.1,82.6,15.6,33.2,51709098.0,35.907757,127.766922,"Diversified, Taekwang Industrial",10
2020,1400,Finance & Investments,Michael Lee-Chin,72.0,Canada,Burlington,Mutual funds,Finance & Investments,Canada,,True,D,M,1/3/1951 0:00,Lee-Chin,Michael,Founder & Entrepreneur,4/4/2023 5:01,,,1951.0,1.0,3.0,116.76,1.9,"$1,736,425,629,520 ",68.9,100.9,81.9,12.8,24.5,36991981.0,56.130366,-106.346771,Mutual funds,1
2020,1400,Service,Manfredi Lefebvre d'Ovidio & family,69.0,Monaco,Monte Carlo,Cruises,Service,Italy,,False,D,M,4/30/1953 0:00,Lefebvre d'Ovidio,Manfredi,Controlling Shareholder & (Family Estate),4/4/2023 5:01,,,1953.0,4.0,30.0,,,"$7,184,844,193 ",,,,,,38964.0,43.7384176,7.4246158,Cruises,1
2020,1400,Fashion & Retail,Bernard Lewis & family,97.0,United Kingdom,London,Fashion retailer,Fashion & Retail,United Kingdom,,True,U,M,2/10/1926 0:00,Lewis,Bernard,Controlling Shareholder & (Family Estate),4/4/2023 5:01,,,1926.0,2.0,10.0,119.62,1.7,"$2,827,113,184,696 ",60.0,101.2,81.3,25.5,30.6,66834405.0,55.378051,-3.435973,Fashion retailer,1
2020,1400,Metals & Mining,Li Jinyang,,China,Chifeng,Mining,Metals & Mining,China,,False,D,F,,Li,Jinyang,Heir & Major Shareholder,4/4/2023 5:01,,,,,,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397,Mining,1
2020,1400,Automotive,William Li,48.0,China,Beijing,Electric vehicles,Automotive,China,,True,D,M,1/1/1975 0:00,Li,William,Founder & Entrepreneur,4/4/2023 5:01,,,1975.0,1.0,1.0,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397,Electric vehicles,1
2020,1400,Manufacturing,Jenny Lindén Urnes,52.0,Sweden,Helsingborg,Powdered metal,Manufacturing,Sweden,,False,E,F,3/29/1971 0:00,Lindén Urnes,Jenny,Heir & Major Shareholder,4/4/2023 5:01,,,1971.0,3.0,29.0,110.51,1.8,"$530,832,908,738 ",67.0,126.6,82.5,27.9,49.1,10285453.0,60.128161,18.643501,Powdered metal,1
2020,1400,Healthcare,Liu Fangyi,53.0,China,Shanghai,Medical equipment,Healthcare,China,,True,D,M,,Liu,Fangyi,Founder & Entrepreneur,4/4/2023 5:01,,,,,,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397,Medical equipment,1
2020,1400,Technology,K.C. Liu,69.0,Taiwan,Taipei,Manufacturing,Technology,Taiwan,,True,D,M,3/20/1954 0:00,Liu,K.C.,Founder & Entrepreneur,4/4/2023 5:01,,,1954.0,3.0,20.0,,,,,,,,,,,,Manufacturing,1
2020,1400,Manufacturing,Liu Ming Chung,60.0,Hong Kong,Hong Kong,Paper,Manufacturing,Brazil,,True,D,M,1/1/1963 0:00,Liu,Ming Chung,Founder & Entrepreneur,4/4/2023 5:01,,,1963.0,1.0,1.0,,,,,,,,,,,,Paper,1
2020,1400,Metals & Mining,Anatoly Lomakin,70.0,Russia,Moscow,Investments,Metals & Mining,Russia,,True,E,M,6/30/1952 0:00,Lomakin,Anatoly,Founder & Entrepreneur,4/4/2023 5:01,,,1952.0,6.0,30.0,180.75,4.5,"$1,699,876,578,871 ",81.9,102.6,72.7,11.4,46.2,144373535.0,61.52401,105.318756,Investments,1
2020,1400,Food & Beverage,Brandt Louie,79.0,Canada,Vancouver,Drugstores,Food & Beverage,Canada,,False,D,M,7/5/1943 0:00,Louie,Brandt,Heir & Major Shareholder,4/4/2023 5:01,,,1943.0,7.0,5.0,116.76,1.9,"$1,736,425,629,520 ",68.9,100.9,81.9,12.8,24.5,36991981.0,56.130366,-106.346771,Drugstores,1
2020,1400,Diversified,Lucia Maggi & family,90.0,Brazil,Rondonopolis,Agribusiness,Diversified,Brazil,,True,Split Family Fortune,F,7/20/1932 0:00,Maggi,Lucia,Controlling Shareholder & (Family Estate),4/4/2023 5:01,,,1932.0,7.0,20.0,167.4,3.7,"$1,839,758,040,766 ",51.3,115.4,75.7,14.2,65.1,212559417.0,-14.235004,-51.92528,Agribusiness,1
2020,1400,Media & Entertainment,Gary Magness,69.0,United States,Denver,"Cable TV, investments",Media & Entertainment,United States,,False,E,M,2/26/1954 0:00,Magness,Gary,Heir & Major Shareholder & TV,4/4/2023 5:01,Colorado,West,1954.0,2.0,26.0,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891,"Cable TV, investments",2
2020,1400,Technology,Mao Lixiang & family,82.0,China,Ningbo,Cooking appliances,Technology,China,,True,D,M,1/1/1941 0:00,Mao,Lixiang,Controlling Shareholder & (Family Estate),4/4/2023 5:01,,,1941.0,1.0,1.0,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397,Cooking appliances,1
2020,1400,Manufacturing,David McMurtry,82.0,United Kingdom,Wotton-under-Edge,Manufacturing,Manufacturing,United Kingdom,,True,D,M,5/3/1940 0:00,McMurtry,David,Founder & Entrepreneur,4/4/2023 5:01,,,1940.0,5.0,3.0,119.62,1.7,"$2,827,113,184,696 ",60.0,101.2,81.3,25.5,30.6,66834405.0,55.378051,-3.435973,Manufacturing,1
2020,1400,Manufacturing,Deepak Mehta,66.0,India,Vadodara,Chemicals,Manufacturing,India,,False,D,M,12/12/1956 0:00,Mehta,Deepak,Heir & Major Shareholder,4/4/2023 5:01,,,1956.0,12.0,12.0,180.44,7.7,"$2,611,000,000,000 ",28.1,113.0,69.4,11.2,49.7,1366417754.0,20.593684,78.96288,Chemicals,1
2020,1400,Real Estate,Miao Shouliang,68.0,China,Shenzhen,Real estate,Real Estate,China,,True,D,M,1/1/1955 0:00,Miao,Shouliang,Founder & Entrepreneur,4/4/2023 5:01,,,1955.0,1.0,1.0,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397,Real estate,1
2020,1400,Healthcare,Miao Yongjun,55.0,China,Zhengzhou,Clinical diagnostics,Healthcare,China,,True,U,M,12/1/1967 0:00,Miao,Yongjun,Founder & Entrepreneur,4/4/2023 5:01,,,1967.0,12.0,1.0,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397,Clinical diagnostics,1
2020,1400,Real Estate,Yoshiko Mori,82.0,Japan,Tokyo,Real estate,Real Estate,Japan,,False,U,F,9/24/1940 0:00,Mori,Yoshiko,Heir & Major Shareholder,4/4/2023 5:01,,,1940.0,9.0,24.0,105.48,0.5,"$5,081,769,542,380 ",63.2,98.8,84.2,11.9,46.7,126226568.0,36.204824,138.252924,Real estate,1
2020,1400,Technology,Marius Nacht,57.0,Israel,Tel Aviv,Software,Technology,Israel,,True,E,M,1/1/1966 0:00,Nacht,Marius,Founder & Entrepreneur,4/4/2023 5:01,,,1966.0,1.0,1.0,108.15,0.8,"$395,098,666,122 ",63.4,104.9,82.8,23.1,25.3,9053300.0,31.046051,34.851612,Software,1
2020,1400,Healthcare,Tadako Nakatani,,Japan,Kobe,Medical diagnostic equipment,Healthcare,Japan,,False,D,F,,Nakatani,Tadako,Heir & Major Shareholder,4/4/2023 5:01,,,,,,105.48,0.5,"$5,081,769,542,380 ",63.2,98.8,84.2,11.9,46.7,126226568.0,36.204824,138.252924,Medical diagnostic equipment,1
2020,1400,Metals & Mining,Vadim Novinsky,59.0,Ukraine,Kiev,Steel,Metals & Mining,Ukraine,,True,U,M,6/3/1963 0:00,Novinsky,Vadim,Founder & Entrepreneur,4/4/2023 5:01,,,1963.0,6.0,3.0,281.66,7.9,"$153,781,069,118 ",82.7,99.0,71.6,20.1,45.2,44385155.0,48.379433,31.16558,Steel,1
2020,1400,Finance & Investments,Niti Osathanugrah,49.0,Thailand,Bangkok,"Energy drinks,investments",Finance & Investments,Thailand,,False,D,M,10/18/1973 0:00,Osathanugrah,Niti,Heir & Major Shareholder & drinks,4/4/2023 5:01,,,1973.0,10.0,18.0,113.27,0.7,"$543,649,976,166 ",49.3,99.8,76.9,14.9,29.5,69625582.0,15.870032,100.992541,"Energy drinks, investments",2
2020,1400,Finance & Investments,Gretel Packer,57.0,Australia,Sydney,Investments,Finance & Investments,Australia,,False,D,F,4/1/1966 0:00,Packer,Gretel,Heir & Major Shareholder,4/4/2023 5:01,,,1966.0,4.0,1.0,119.8,1.6,"$1,392,680,589,329 ",113.1,100.3,82.7,23.0,47.4,25766605.0,-25.274398,133.775136,Investments,1
2020,1400,Manufacturing,Pan Longquan,58.0,China,Nanjing,Manufacturing,Manufacturing,China,,True,N,M,1/1/1965 0:00,Pan,Longquan,Founder & Entrepreneur,4/4/2023 5:01,,,1965.0,1.0,1.0,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397,Manufacturing,1
2020,1400,Real Estate,Pan Shiyi,60.0,China,Beijing,Real estate,Real Estate,China,,True,Split Family Fortune,M,1/1/1963 0:00,Pan,Shiyi,Founder & Entrepreneur,4/4/2023 5:01,,,1963.0,1.0,1.0,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397,Real estate,1
2020,1400,Healthcare,David Paul,56.0,United States,Audubon,Medical devices,Healthcare,United States,Globus Medical,True,D,M,12/25/1966 0:00,Paul,David,Founder and Executive Chairman,4/4/2023 5:01,Pennsylvania,Northeast,1966.0,12.0,25.0,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891,"Globus Medical, Medical devices",2
2020,1400,Fashion & Retail,Tom Persson,38.0,Sweden,Stockholm,H&M,Fashion & Retail,Sweden,,False,D,M,1/1/1985 0:00,Persson,Tom,Heir & Major Shareholder & H&M,4/4/2023 5:01,,,1985.0,1.0,1.0,110.51,1.8,"$530,832,908,738 ",67.0,126.6,82.5,27.9,49.1,10285453.0,60.128161,18.643501,H&M,1
2020,1400,Automotive,Qian Jinghong,50.0,China,Wuxi,Electric scooters,Automotive,China,,True,R,F,1/1/1973 0:00,Qian,Jinghong,Founder & Entrepreneur,4/4/2023 5:01,,,1973.0,1.0,1.0,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397,Electric scooters,1
2020,1400,Manufacturing,Qin Long,57.0,China,Qingdao,Tire,Manufacturing,China,,True,D,M,7/1/1965 0:00,Qin,Long,Founder & Entrepreneur,4/4/2023 5:01,,,1965.0,7.0,1.0,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397,Tire,1
2020,1400,Healthcare,M.Satyanarayana Reddy,65.0,India,Hyderabad,Pharmaceuticals,Healthcare,India,,True,D,M,4/18/1957 0:00,Reddy,M.Satyanarayana,Founder & Entrepreneur,4/4/2023 5:01,,,1957.0,4.0,18.0,180.44,7.7,"$2,611,000,000,000 ",28.1,113.0,69.4,11.2,49.7,1366417754.0,20.593684,78.96288,Pharmaceuticals,1
2020,1400,Diversified,Mochtar Riady & family,93.0,Indonesia,Jakarta,Diversified,Diversified,Indonesia,,True,D,M,5/12/1929 0:00,Riady,Mochtar,Controlling Shareholder & (Family Estate),4/4/2023 5:01,,,1929.0,5.0,12.0,151.18,3.0,"$1,119,190,780,753 ",36.3,106.4,71.5,10.2,30.1,270203917.0,-0.789275,113.921327,Diversified,10
2020,1400,Fashion & Retail,Rihanna,35.0,United States,Los Angeles,"Music, cosmetics",Fashion & Retail,Barbados,,True,D,F,2/20/1988 0:00,Rihanna,,Founder & Lead Investor & Music,4/4/2023 5:01,California,West,1988.0,2.0,20.0,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891,"Music, cosmetics",2
2020,1400,Construction & Engineering,Boris Rotenberg,66.0,Russia,Moscow,"Construction, pipes, chemicals",Construction & Engineering,Russia,,True,U,M,1/3/1957 0:00,Rotenberg,Boris,Founder & Entrepreneur & Construction & pipes,4/4/2023 5:01,,,1957.0,1.0,3.0,180.75,4.5,"$1,699,876,578,871 ",81.9,102.6,72.7,11.4,46.2,144373535.0,61.52401,105.318756,"Construction, chemicals, pipes",3
2020,1400,Real Estate,Subhash Runwal,79.0,India,Mumbai,Real estate,Real Estate,India,,True,E,M,5/22/1943 0:00,Runwal,Subhash,Founder & Entrepreneur,4/4/2023 5:01,,,1943.0,5.0,22.0,180.44,7.7,"$2,611,000,000,000 ",28.1,113.0,69.4,11.2,49.7,1366417754.0,20.593684,78.96288,Real estate,1
2020,1400,Manufacturing,Igor Rybakov,50.0,Russia,Moscow,Building materials,Manufacturing,Russia,,True,U,M,5/16/1972 0:00,Rybakov,Igor,Founder & Entrepreneur,4/4/2023 5:01,,,1972.0,5.0,16.0,180.75,4.5,"$1,699,876,578,871 ",81.9,102.6,72.7,11.4,46.2,144373535.0,61.52401,105.318756,Building materials,1
